"GeneID","Gene Name","Gene Category","Gene Class","DHS Support"
"ENSG00000142655.8","PEX14","mRNA","protein coding mRNAs","promoter"
"ENSG00000142634.8","EFHD2","mRNA","protein coding mRNAs","promoter"
"ENSG00000142632.12","ARHGEF19","others","protein coding mRNAs","dyadic"
"ENSG00000142627.9","EPHA2","mRNA","protein coding mRNAs","promoter"
"ENSG00000142623.8","PADI1","others","protein coding mRNAs","no"
"ENSG00000142621.15","FHAD1","mRNA","protein coding mRNAs","promoter"
"ENSG00000142619.4","PADI3","others","protein coding mRNAs","enhancer"
"ENSG00000142615.7","CELA2A","others","protein coding mRNAs","enhancer"
"ENSG00000142611.12","PRDM16","mRNA","protein coding mRNAs","promoter"
"ENSG00000142609.13","C1orf222","mRNA","protein coding mRNAs","promoter"
"ENSG00000142606.11","MMEL1","others","protein coding mRNAs","enhancer"
"ENSG00000142599.13","RERE","mRNA","protein coding mRNAs","promoter"
"ENSG00000142583.13","SLC2A5","others","protein coding mRNAs","dyadic"
"ENSG00000142556.14","ZNF614","mRNA","protein coding mRNAs","promoter"
"ENSG00000142552.3","RCN3","mRNA","protein coding mRNAs","promoter"
"ENSG00000142549.9","IGLON5","mRNA","protein coding mRNAs","promoter"
"ENSG00000142546.9","NOSIP","mRNA","protein coding mRNAs","promoter"
"ENSG00000142544.6","CTU1","mRNA","protein coding mRNAs","promoter"
"ENSG00000142541.12","RPL13A","mRNA","protein coding mRNAs","promoter"
"ENSG00000142539.9","CTD-2545M3.6","others","protein coding mRNAs","no"
"ENSG00000142538.1","PTH2","others","protein coding mRNAs","no"
"ENSG00000142534.2","RPS11","mRNA","protein coding mRNAs","promoter"
"ENSG00000142530.6","FAM71E1","mRNA","protein coding mRNAs","promoter"
"ENSG00000142528.11","ZNF473","mRNA","protein coding mRNAs","promoter"
"ENSG00000142515.10","KLK3","others","protein coding mRNAs","no"
"ENSG00000142512.10","SIGLEC10","others","protein coding mRNAs","dyadic"
"ENSG00000142507.5","PSMB6","mRNA","protein coding mRNAs","promoter"
"ENSG00000142494.9","SLC47A1","mRNA","protein coding mRNAs","promoter"
"ENSG00000142484.5","TM4SF5","others","protein coding mRNAs","enhancer"
"ENSG00000142459.4","EVI5L","mRNA","protein coding mRNAs","promoter"
"ENSG00000142453.7","CARM1","mRNA","protein coding mRNAs","promoter"
"ENSG00000142449.8","FBN3","mRNA","protein coding mRNAs","promoter"
"ENSG00000142444.6","C19orf52","mRNA","protein coding mRNAs","promoter"
"ENSG00000142409.4","ZNF787","mRNA","protein coding mRNAs","promoter"
"ENSG00000142408.2","CACNG8","mRNA","protein coding mRNAs","promoter"
"ENSG00000142405.17","NLRP12","others","protein coding mRNAs","enhancer"
"ENSG00000142347.12","MYO1F","others","protein coding mRNAs","dyadic"
"ENSG00000142330.15","CAPN10","mRNA","protein coding mRNAs","promoter"
"ENSG00000142327.7","RNPEPL1","others","protein coding mRNAs","dyadic"
"ENSG00000142319.14","SLC6A3","mRNA","protein coding mRNAs","promoter"
"ENSG00000142303.9","ADAMTS10","mRNA","protein coding mRNAs","promoter"
"ENSG00000142279.8","WTIP","mRNA","protein coding mRNAs","promoter"
"ENSG00000142273.6","CBLC","mRNA","protein coding mRNAs","promoter"
"ENSG00000142252.6","GEMIN7","mRNA","protein coding mRNAs","promoter"
"ENSG00000142235.4","LMTK3","mRNA","protein coding mRNAs","promoter"
"ENSG00000142233.7","NTN5","others","protein coding mRNAs","dyadic"
"ENSG00000142230.7","SAE1","mRNA","protein coding mRNAs","promoter"
"ENSG00000142227.6","EMP3","mRNA","protein coding mRNAs","promoter"
"ENSG00000142224.11","IL19","others","protein coding mRNAs","enhancer"
"ENSG00000142208.11","AKT1","others","protein coding mRNAs","dyadic"
"ENSG00000142207.5","URB1","mRNA","protein coding mRNAs","promoter"
"ENSG00000142197.8","DOPEY2","mRNA","protein coding mRNAs","promoter"
"ENSG00000142192.16","APP","mRNA","protein coding mRNAs","promoter"
"ENSG00000142188.12","TMEM50B","mRNA","protein coding mRNAs","promoter"
"ENSG00000142186.12","SCYL1","others","protein coding mRNAs","dyadic"
"ENSG00000142185.12","TRPM2","others","protein coding mRNAs","enhancer"
"ENSG00000142182.4","DNMT3L","others","protein coding mRNAs","dyadic"
"ENSG00000142178.7","SIK1","others","protein coding mRNAs","enhancer"
"ENSG00000142173.10","COL6A2","mRNA","protein coding mRNAs","promoter"
"ENSG00000142168.10","SOD1","mRNA","protein coding mRNAs","promoter"
"ENSG00000142166.8","IFNAR1","mRNA","protein coding mRNAs","promoter"
"ENSG00000142156.10","COL6A1","mRNA","protein coding mRNAs","promoter"
"ENSG00000142149.4","HUNK","mRNA","protein coding mRNAs","promoter"
"ENSG00000142102.11","ATHL1","mRNA","protein coding mRNAs","promoter"
"ENSG00000142089.11","IFITM3","mRNA","protein coding mRNAs","promoter"
"ENSG00000142082.10","SIRT3","mRNA","protein coding mRNAs","promoter"
"ENSG00000142065.9","ZFP14","mRNA","protein coding mRNAs","promoter"
"ENSG00000142046.10","TMEM91","mRNA","protein coding mRNAs","promoter"
"ENSG00000142039.3","CCDC97","mRNA","protein coding mRNAs","promoter"
"ENSG00000142025.11","DMRTC2","others","protein coding mRNAs","no"
"ENSG00000142002.12","DPP9","mRNA","protein coding mRNAs","promoter"
"ENSG00000141994.11","DUS3L","mRNA","protein coding mRNAs","promoter"
"ENSG00000141985.5","SH3GL1","mRNA","protein coding mRNAs","promoter"
"ENSG00000141979.4","CTD-3222D19.2","mRNA","protein coding mRNAs","promoter"
"ENSG00000141977.5","CIB3","others","protein coding mRNAs","enhancer"
"ENSG00000141971.8","MVB12A","mRNA","protein coding mRNAs","promoter"
"ENSG00000141968.3","VAV1","mRNA","protein coding mRNAs","promoter"
"ENSG00000141965.3","FEM1A","mRNA","protein coding mRNAs","promoter"
"ENSG00000141959.12","PFKL","mRNA","protein coding mRNAs","promoter"
"ENSG00000141956.9","PRDM15","mRNA","protein coding mRNAs","promoter"
"ENSG00000141934.5","PPAP2C","mRNA","protein coding mRNAs","promoter"
"ENSG00000141933.8","TPGS1","mRNA","protein coding mRNAs","promoter"
"ENSG00000141905.13","NFIC","others","protein coding mRNAs","dyadic"
"ENSG00000141873.6","SLC39A3","mRNA","protein coding mRNAs","promoter"
"ENSG00000141867.13","BRD4","mRNA","protein coding mRNAs","promoter"
"ENSG00000141858.7","SAMD1","mRNA","protein coding mRNAs","promoter"
"ENSG00000141854.3","hsa-mir-1199","others","protein coding mRNAs","enhancer"
"ENSG00000141837.14","CACNA1A","mRNA","protein coding mRNAs","promoter"
"ENSG00000141759.10","TXNL4A","mRNA","protein coding mRNAs","promoter"
"ENSG00000141756.14","FKBP10","mRNA","protein coding mRNAs","promoter"
"ENSG00000141753.5","IGFBP4","mRNA","protein coding mRNAs","promoter"
"ENSG00000141750.6","STAC2","mRNA","protein coding mRNAs","promoter"
"ENSG00000141748.8","ARL5C","mRNA","protein coding mRNAs","promoter"
"ENSG00000141744.3","PNMT","others","protein coding mRNAs","dyadic"
"ENSG00000141741.7","MIEN1","mRNA","protein coding mRNAs","promoter"
"ENSG00000141738.9","GRB7","mRNA","protein coding mRNAs","promoter"
"ENSG00000141736.9","ERBB2","mRNA","protein coding mRNAs","promoter"
"ENSG00000141720.7","PIP4K2B","mRNA","protein coding mRNAs","promoter"
"ENSG00000141699.6","FAM134C","mRNA","protein coding mRNAs","promoter"
"ENSG00000141698.12","NT5C3B","mRNA","protein coding mRNAs","promoter"
"ENSG00000141696.8","LEPREL4","mRNA","protein coding mRNAs","promoter"
"ENSG00000141682.11","PMAIP1","mRNA","protein coding mRNAs","promoter"
"ENSG00000141668.5","CBLN2","mRNA","protein coding mRNAs","promoter"
"ENSG00000141665.7","FBXO15","mRNA","protein coding mRNAs","promoter"
"ENSG00000141664.5","ZCCHC2","mRNA","protein coding mRNAs","promoter"
"ENSG00000141655.11","TNFRSF11A","mRNA","protein coding mRNAs","promoter"
"ENSG00000141646.9","SMAD4","mRNA","protein coding mRNAs","promoter"
"ENSG00000141644.13","MBD1","mRNA","protein coding mRNAs","promoter"
"ENSG00000141642.4","ELAC1","mRNA","protein coding mRNAs","promoter"
"ENSG00000141639.7","MAPK4","mRNA","protein coding mRNAs","promoter"
"ENSG00000141627.9","DYM","mRNA","protein coding mRNAs","promoter"
"ENSG00000141622.9","RNF165","mRNA","protein coding mRNAs","promoter"
"ENSG00000141582.10","CBX4","mRNA","protein coding mRNAs","promoter"
"ENSG00000141580.11","WDR45B","mRNA","protein coding mRNAs","promoter"
"ENSG00000141579.6","ZNF750","others","protein coding mRNAs","enhancer"
"ENSG00000141577.9","AZI1","others","protein coding mRNAs","dyadic"
"ENSG00000141576.10","RNF157","mRNA","protein coding mRNAs","promoter"
"ENSG00000141574.3","SECTM1","mRNA","protein coding mRNAs","promoter"
"ENSG00000141570.6","CBX8","mRNA","protein coding mRNAs","promoter"
"ENSG00000141569.6","TRIM65","mRNA","protein coding mRNAs","promoter"
"ENSG00000141568.15","FOXK2","mRNA","protein coding mRNAs","promoter"
"ENSG00000141564.9","RPTOR","mRNA","protein coding mRNAs","promoter"
"ENSG00000141562.13","NARF","mRNA","protein coding mRNAs","promoter"
"ENSG00000141560.10","FN3KRP","mRNA","protein coding mRNAs","promoter"
"ENSG00000141556.16","TBCD","mRNA","protein coding mRNAs","promoter"
"ENSG00000141552.13","ANAPC11","mRNA","protein coding mRNAs","promoter"
"ENSG00000141551.10","CSNK1D","mRNA","protein coding mRNAs","promoter"
"ENSG00000141543.5","EIF4A3","mRNA","protein coding mRNAs","promoter"
"ENSG00000141542.6","RAB40B","mRNA","protein coding mRNAs","promoter"
"ENSG00000141540.6","TTYH2","others","protein coding mRNAs","dyadic"
"ENSG00000141527.12","CARD14","others","protein coding mRNAs","enhancer"
"ENSG00000141526.10","SLC16A3","mRNA","protein coding mRNAs","promoter"
"ENSG00000141524.11","TMC6","others","protein coding mRNAs","dyadic"
"ENSG00000141522.7","ARHGDIA","others","protein coding mRNAs","enhancer"
"ENSG00000141519.10","CCDC40","mRNA","protein coding mRNAs","promoter"
"ENSG00000141510.11","TP53","mRNA","protein coding mRNAs","promoter"
"ENSG00000141506.9","PIK3R5","mRNA","protein coding mRNAs","promoter"
"ENSG00000141505.7","ASGR1","others","protein coding mRNAs","enhancer"
"ENSG00000141504.7","SAT2","mRNA","protein coding mRNAs","promoter"
"ENSG00000141503.11","MINK1","mRNA","protein coding mRNAs","promoter"
"ENSG00000141499.12","WRAP53","mRNA","protein coding mRNAs","promoter"
"ENSG00000141497.9","ZMYND15","mRNA","protein coding mRNAs","promoter"
"ENSG00000141485.11","SLC13A5","mRNA","protein coding mRNAs","promoter"
"ENSG00000141480.13","ARRB2","others","protein coding mRNAs","dyadic"
"ENSG00000141469.12","SLC14A1","mRNA","protein coding mRNAs","promoter"
"ENSG00000141458.8","NPC1","mRNA","protein coding mRNAs","promoter"
"ENSG00000141456.10","PELP1","mRNA","protein coding mRNAs","promoter"
"ENSG00000141452.5","C18orf8","mRNA","protein coding mRNAs","promoter"
"ENSG00000141449.10","GREB1L","mRNA","protein coding mRNAs","promoter"
"ENSG00000141448.4","GATA6","mRNA","protein coding mRNAs","promoter"
"ENSG00000141447.12","OSBPL1A","mRNA","protein coding mRNAs","promoter"
"ENSG00000141446.6","ESCO1","mRNA","protein coding mRNAs","promoter"
"ENSG00000141441.11","GAREM","mRNA","protein coding mRNAs","promoter"
"ENSG00000141437.7","SLC25A52","others","protein coding mRNAs","no"
"ENSG00000141434.7","MEP1B","others","protein coding mRNAs","enhancer"
"ENSG00000141433.8","ADCYAP1","mRNA","protein coding mRNAs","promoter"
"ENSG00000141431.5","ASXL3","mRNA","protein coding mRNAs","promoter"
"ENSG00000141429.9","GALNT1","others","protein coding mRNAs","dyadic"
"ENSG00000141428.12","C18orf21","mRNA","protein coding mRNAs","promoter"
"ENSG00000141425.13","RPRD1A","mRNA","protein coding mRNAs","promoter"
"ENSG00000141424.8","SLC39A6","mRNA","protein coding mRNAs","promoter"
"ENSG00000141404.11","GNAL","mRNA","protein coding mRNAs","promoter"
"ENSG00000141401.7","IMPA2","mRNA","protein coding mRNAs","promoter"
"ENSG00000141391.9","SLMO1","mRNA","protein coding mRNAs","promoter"
"ENSG00000141385.5","AFG3L2","mRNA","protein coding mRNAs","promoter"
"ENSG00000141384.7","TAF4B","mRNA","protein coding mRNAs","promoter"
"ENSG00000141380.9","SS18","mRNA","protein coding mRNAs","promoter"
"ENSG00000141378.13","PTRH2","mRNA","protein coding mRNAs","promoter"
"ENSG00000141376.16","BCAS3","mRNA","protein coding mRNAs","promoter"
"ENSG00000141371.8","C17orf64","mRNA","protein coding mRNAs","promoter"
"ENSG00000141367.7","CLTC","mRNA","protein coding mRNAs","promoter"
"ENSG00000141349.4","G6PC3","mRNA","protein coding mRNAs","promoter"
"ENSG00000141338.9","ABCA8","mRNA","protein coding mRNAs","promoter"
"ENSG00000141337.8","ARSG","mRNA","protein coding mRNAs","promoter"
"ENSG00000141316.8","SPACA3","others","protein coding mRNAs","no"
"ENSG00000141314.8","RHBDL3","mRNA","protein coding mRNAs","promoter"
"ENSG00000141298.13","SSH2","mRNA","protein coding mRNAs","promoter"
"ENSG00000141295.9","SCRN2","others","protein coding mRNAs","dyadic"
"ENSG00000141294.5","LRRC46","mRNA","protein coding mRNAs","promoter"
"ENSG00000141293.11","SKAP1","others","protein coding mRNAs","dyadic"
"ENSG00000141279.11","NPEPPS","mRNA","protein coding mRNAs","promoter"
"ENSG00000141258.8","SGSM2","mRNA","protein coding mRNAs","promoter"
"ENSG00000141255.8","SPATA22","others","protein coding mRNAs","no"
"ENSG00000141252.15","VPS53","mRNA","protein coding mRNAs","promoter"
"ENSG00000141232.4","TOB1","mRNA","protein coding mRNAs","promoter"
"ENSG00000141219.11","C17orf80","mRNA","protein coding mRNAs","promoter"
"ENSG00000141200.6","KIF2B","others","protein coding mRNAs","no"
"ENSG00000141198.9","TOM1L1","mRNA","protein coding mRNAs","promoter"
"ENSG00000141179.9","PCTP","mRNA","protein coding mRNAs","promoter"
"ENSG00000141161.7","UNC45B","others","protein coding mRNAs","enhancer"
"ENSG00000141150.3","RASL10B","mRNA","protein coding mRNAs","promoter"
"ENSG00000141141.10","DDX52","mRNA","protein coding mRNAs","promoter"
"ENSG00000141140.12","MYO19","mRNA","protein coding mRNAs","promoter"
"ENSG00000141127.10","PRPSAP2","mRNA","protein coding mRNAs","promoter"
"ENSG00000141101.8","NOB1","mRNA","protein coding mRNAs","promoter"
"ENSG00000141098.8","GFOD2","mRNA","protein coding mRNAs","promoter"
"ENSG00000141096.4","DPEP3","others","protein coding mRNAs","dyadic"
"ENSG00000141086.13","CTRL","others","protein coding mRNAs","enhancer"
"ENSG00000141084.6","RANBP10","mRNA","protein coding mRNAs","promoter"
"ENSG00000141076.13","CIRH1A","mRNA","protein coding mRNAs","promoter"
"ENSG00000141068.9","KSR1","mRNA","protein coding mRNAs","promoter"
"ENSG00000141052.13","MYOCD","mRNA","protein coding mRNAs","promoter"
"ENSG00000141040.10","ZNF287","mRNA","protein coding mRNAs","promoter"
"ENSG00000141034.5","GID4","mRNA","protein coding mRNAs","promoter"
"ENSG00000141030.8","COPS3","mRNA","protein coding mRNAs","promoter"
"ENSG00000141027.16","NCOR1","mRNA","protein coding mRNAs","promoter"
"ENSG00000141026.4","MED9","mRNA","protein coding mRNAs","promoter"
"ENSG00000141013.10","GAS8","mRNA","protein coding mRNAs","promoter"
"ENSG00000141012.8","GALNS","mRNA","protein coding mRNAs","promoter"
"ENSG00000141002.14","TCF25","mRNA","protein coding mRNAs","promoter"
"ENSG00000140995.12","DEF8","mRNA","protein coding mRNAs","promoter"
"ENSG00000140993.6","TIGD7","mRNA","protein coding mRNAs","promoter"
"ENSG00000140992.14","PDPK1","mRNA","protein coding mRNAs","promoter"
"ENSG00000140990.10","NDUFB10","mRNA","protein coding mRNAs","promoter"
"ENSG00000140988.11","RPS2","mRNA","protein coding mRNAs","promoter"
"ENSG00000140987.15","ZSCAN32","mRNA","protein coding mRNAs","promoter"
"ENSG00000140986.7","RPL3L","mRNA","protein coding mRNAs","promoter"
"ENSG00000140983.9","RHOT2","mRNA","protein coding mRNAs","promoter"
"ENSG00000140968.6","IRF8","mRNA","protein coding mRNAs","promoter"
"ENSG00000140961.8","OSGIN1","others","protein coding mRNAs","dyadic"
"ENSG00000140955.6","ADAD2","others","protein coding mRNAs","no"
"ENSG00000140950.11","TLDC1","others","protein coding mRNAs","dyadic"
"ENSG00000140948.7","ZCCHC14","mRNA","protein coding mRNAs","promoter"
"ENSG00000140945.11","CDH13","mRNA","protein coding mRNAs","promoter"
"ENSG00000140943.12","MBTPS1","mRNA","protein coding mRNAs","promoter"
"ENSG00000140941.8","MAP1LC3B","mRNA","protein coding mRNAs","promoter"
"ENSG00000140939.10","NOL3","others","protein coding mRNAs","dyadic"
"ENSG00000140937.9","CDH11","mRNA","protein coding mRNAs","promoter"
"ENSG00000140932.5","CMTM2","mRNA","protein coding mRNAs","promoter"
"ENSG00000140931.15","CMTM3","mRNA","protein coding mRNAs","promoter"
"ENSG00000140905.5","GCSH","mRNA","protein coding mRNAs","promoter"
"ENSG00000140876.7","NUDT7","mRNA","protein coding mRNAs","promoter"
"ENSG00000140873.11","ADAMTS18","mRNA","protein coding mRNAs","promoter"
"ENSG00000140859.11","KIFC3","others","protein coding mRNAs","enhancer"
"ENSG00000140854.8","KATNB1","mRNA","protein coding mRNAs","promoter"
"ENSG00000140853.11","NLRC5","mRNA","protein coding mRNAs","promoter"
"ENSG00000140848.12","CPNE2","mRNA","protein coding mRNAs","promoter"
"ENSG00000140839.7","CLEC18B","others","protein coding mRNAs","dyadic"
"ENSG00000140836.10","ZFHX3","mRNA","protein coding mRNAs","promoter"
"ENSG00000140835.8","CHST4","mRNA","protein coding mRNAs","promoter"
"ENSG00000140832.5","MARVELD3","mRNA","protein coding mRNAs","promoter"
"ENSG00000140830.4","TXNL4B","mRNA","protein coding mRNAs","promoter"
"ENSG00000140829.7","DHX38","mRNA","protein coding mRNAs","promoter"
"ENSG00000140807.4","NKD1","mRNA","protein coding mRNAs","promoter"
"ENSG00000140798.11","ABCC12","others","protein coding mRNAs","enhancer"
"ENSG00000140795.8","MYLK3","others","protein coding mRNAs","enhancer"
"ENSG00000140750.12","ARHGAP17","mRNA","protein coding mRNAs","promoter"
"ENSG00000140749.7","IGSF6","others","protein coding mRNAs","dyadic"
"ENSG00000140743.3","CDR2","mRNA","protein coding mRNAs","promoter"
"ENSG00000140740.6","UQCRC2","mRNA","protein coding mRNAs","promoter"
"ENSG00000140718.14","FTO","mRNA","protein coding mRNAs","promoter"
"ENSG00000140694.12","PARN","mRNA","protein coding mRNAs","promoter"
"ENSG00000140691.12","ARMC5","mRNA","protein coding mRNAs","promoter"
"ENSG00000140688.12","C16orf58","mRNA","protein coding mRNAs","promoter"
"ENSG00000140682.14","TGFB1I1","mRNA","protein coding mRNAs","promoter"
"ENSG00000140678.12","ITGAX","others","protein coding mRNAs","enhancer"
"ENSG00000140675.8","SLC5A2","others","protein coding mRNAs","enhancer"
"ENSG00000140650.7","PMM2","mRNA","protein coding mRNAs","promoter"
"ENSG00000140632.12","GLYR1","mRNA","protein coding mRNAs","promoter"
"ENSG00000140623.9","SEPT12","others","protein coding mRNAs","enhancer"
"ENSG00000140612.9","SEC11A","mRNA","protein coding mRNAs","promoter"
"ENSG00000140600.12","SH3GL3","mRNA","protein coding mRNAs","promoter"
"ENSG00000140598.9","EFTUD1","mRNA","protein coding mRNAs","promoter"
"ENSG00000140577.11","CRTC3","mRNA","protein coding mRNAs","promoter"
"ENSG00000140575.8","IQGAP1","mRNA","protein coding mRNAs","promoter"
"ENSG00000140564.6","FURIN","others","protein coding mRNAs","enhancer"
"ENSG00000140563.10","MCTP2","mRNA","protein coding mRNAs","promoter"
"ENSG00000140557.7","ST8SIA2","mRNA","protein coding mRNAs","promoter"
"ENSG00000140553.12","UNC45A","others","protein coding mRNAs","dyadic"
"ENSG00000140548.5","ZNF710","mRNA","protein coding mRNAs","promoter"
"ENSG00000140545.10","MFGE8","mRNA","protein coding mRNAs","promoter"
"ENSG00000140543.9","DET1","mRNA","protein coding mRNAs","promoter"
"ENSG00000140538.12","NTRK3","mRNA","protein coding mRNAs","promoter"
"ENSG00000140534.9","TICRR","mRNA","protein coding mRNAs","promoter"
"ENSG00000140527.10","WDR93","mRNA","protein coding mRNAs","promoter"
"ENSG00000140526.12","ABHD2","mRNA","protein coding mRNAs","promoter"
"ENSG00000140525.13","FANCI","mRNA","protein coding mRNAs","promoter"
"ENSG00000140522.7","RLBP1","others","protein coding mRNAs","enhancer"
"ENSG00000140521.7","POLG","mRNA","protein coding mRNAs","promoter"
"ENSG00000140519.8","RHCG","mRNA","protein coding mRNAs","promoter"
"ENSG00000140511.7","HAPLN3","mRNA","protein coding mRNAs","promoter"
"ENSG00000140506.12","LMAN1L","others","protein coding mRNAs","enhancer"
"ENSG00000140505.6","CYP1A2","others","protein coding mRNAs","enhancer"
"ENSG00000140497.12","SCAMP2","mRNA","protein coding mRNAs","promoter"
"ENSG00000140488.10","CELF6","mRNA","protein coding mRNAs","promoter"
"ENSG00000140481.9","CCDC33","others","protein coding mRNAs","enhancer"
"ENSG00000140479.12","PCSK6","mRNA","protein coding mRNAs","promoter"
"ENSG00000140474.8","ULK3","mRNA","protein coding mRNAs","promoter"
"ENSG00000140471.12","LINS","mRNA","protein coding mRNAs","promoter"
"ENSG00000140470.9","ADAMTS17","mRNA","protein coding mRNAs","promoter"
"ENSG00000140465.9","CYP1A1","others","protein coding mRNAs","enhancer"
"ENSG00000140464.15","PML","mRNA","protein coding mRNAs","promoter"
"ENSG00000140463.9","BBS4","mRNA","protein coding mRNAs","promoter"
"ENSG00000140459.13","CYP11A1","others","protein coding mRNAs","enhancer"
"ENSG00000140455.12","USP3","others","protein coding mRNAs","dyadic"
"ENSG00000140451.8","PIF1","others","protein coding mRNAs","dyadic"
"ENSG00000140450.7","ARRDC4","mRNA","protein coding mRNAs","promoter"
"ENSG00000140443.9","IGF1R","mRNA","protein coding mRNAs","promoter"
"ENSG00000140416.15","TPM1","mRNA","protein coding mRNAs","promoter"
"ENSG00000140406.2","MESDC1","mRNA","protein coding mRNAs","promoter"
"ENSG00000140403.8","DNAJA4","mRNA","protein coding mRNAs","promoter"
"ENSG00000140400.10","MAN2C1","mRNA","protein coding mRNAs","promoter"
"ENSG00000140398.9","NEIL1","mRNA","protein coding mRNAs","promoter"
"ENSG00000140396.8","NCOA2","mRNA","protein coding mRNAs","promoter"
"ENSG00000140395.4","WDR61","mRNA","protein coding mRNAs","promoter"
"ENSG00000140391.10","TSPAN3","mRNA","protein coding mRNAs","promoter"
"ENSG00000140386.8","SCAPER","mRNA","protein coding mRNAs","promoter"
"ENSG00000140382.10","HMG20A","mRNA","protein coding mRNAs","promoter"
"ENSG00000140379.7","BCL2A1","others","protein coding mRNAs","dyadic"
"ENSG00000140374.11","ETFA","mRNA","protein coding mRNAs","promoter"
"ENSG00000140368.8","PSTPIP1","others","protein coding mRNAs","dyadic"
"ENSG00000140367.7","UBE2Q2","mRNA","protein coding mRNAs","promoter"
"ENSG00000140365.11","COMMD4","mRNA","protein coding mRNAs","promoter"
"ENSG00000140350.11","ANP32A","mRNA","protein coding mRNAs","promoter"
"ENSG00000140332.11","TLE3","mRNA","protein coding mRNAs","promoter"
"ENSG00000140326.8","CDAN1","mRNA","protein coding mRNAs","promoter"
"ENSG00000140323.4","DISP2","mRNA","protein coding mRNAs","promoter"
"ENSG00000140320.7","BAHD1","mRNA","protein coding mRNAs","promoter"
"ENSG00000140319.6","SRP14","mRNA","protein coding mRNAs","promoter"
"ENSG00000140307.6","GTF2A2","mRNA","protein coding mRNAs","promoter"
"ENSG00000140299.7","BNIP2","mRNA","protein coding mRNAs","promoter"
"ENSG00000140297.8","GCNT3","mRNA","protein coding mRNAs","promoter"
"ENSG00000140287.6","HDC","others","protein coding mRNAs","dyadic"
"ENSG00000140285.5","FGF7","mRNA","protein coding mRNAs","promoter"
"ENSG00000140284.6","SLC27A2","mRNA","protein coding mRNAs","promoter"
"ENSG00000140280.9","LYSMD2","mRNA","protein coding mRNAs","promoter"
"ENSG00000140279.8","DUOX2","others","protein coding mRNAs","dyadic"
"ENSG00000140274.9","DUOXA2","others","protein coding mRNAs","dyadic"
"ENSG00000140265.8","ZSCAN29","mRNA","protein coding mRNAs","promoter"
"ENSG00000140264.15","SERF2","mRNA","protein coding mRNAs","promoter"
"ENSG00000140263.9","SORD","mRNA","protein coding mRNAs","promoter"
"ENSG00000140262.13","TCF12","mRNA","protein coding mRNAs","promoter"
"ENSG00000140259.6","MFAP1","mRNA","protein coding mRNAs","promoter"
"ENSG00000140254.8","DUOXA1","mRNA","protein coding mRNAs","promoter"
"ENSG00000140199.7","SLC12A6","mRNA","protein coding mRNAs","promoter"
"ENSG00000140157.10","NIPA2","mRNA","protein coding mRNAs","promoter"
"ENSG00000140153.13","WDR20","mRNA","protein coding mRNAs","promoter"
"ENSG00000140107.10","SLC25A47","mRNA","protein coding mRNAs","promoter"
"ENSG00000140105.13","WARS","mRNA","protein coding mRNAs","promoter"
"ENSG00000140104.9","C14orf79","mRNA","protein coding mRNAs","promoter"
"ENSG00000140093.5","SERPINA10","others","protein coding mRNAs","enhancer"
"ENSG00000140092.10","FBLN5","mRNA","protein coding mRNAs","promoter"
"ENSG00000140090.13","SLC24A4","mRNA","protein coding mRNAs","promoter"
"ENSG00000140067.6","FAM181A","others","protein coding mRNAs","enhancer"
"ENSG00000140057.4","AK7","mRNA","protein coding mRNAs","promoter"
"ENSG00000140044.8","JDP2","mRNA","protein coding mRNAs","promoter"
"ENSG00000140043.7","PTGR2","mRNA","protein coding mRNAs","promoter"
"ENSG00000140030.4","GPR65","mRNA","protein coding mRNAs","promoter"
"ENSG00000140025.11","EFCAB11","mRNA","protein coding mRNAs","promoter"
"ENSG00000140022.5","STON2","mRNA","protein coding mRNAs","promoter"
"ENSG00000140015.15","KCNH5","mRNA","protein coding mRNAs","promoter"
"ENSG00000140009.14","ESR2","mRNA","protein coding mRNAs","promoter"
"ENSG00000140006.7","WDR89","mRNA","protein coding mRNAs","promoter"
"ENSG00000139998.10","RAB15","mRNA","protein coding mRNAs","promoter"
"ENSG00000139990.13","DCAF5","mRNA","protein coding mRNAs","promoter"
"ENSG00000139988.5","RDH12","others","protein coding mRNAs","enhancer"
"ENSG00000139985.5","ADAM21","mRNA","protein coding mRNAs","promoter"
"ENSG00000139977.9","NAA30","mRNA","protein coding mRNAs","promoter"
"ENSG00000139974.11","SLC38A6","mRNA","protein coding mRNAs","promoter"
"ENSG00000139973.11","SYT16","others","protein coding mRNAs","enhancer"
"ENSG00000139971.11","C14orf37","mRNA","protein coding mRNAs","promoter"
"ENSG00000139970.12","RTN1","mRNA","protein coding mRNAs","promoter"
"ENSG00000139946.5","PELI2","mRNA","protein coding mRNAs","promoter"
"ENSG00000139926.11","FRMD6","mRNA","protein coding mRNAs","promoter"
"ENSG00000139921.8","TMX1","mRNA","protein coding mRNAs","promoter"
"ENSG00000139915.14","MDGA2","mRNA","protein coding mRNAs","promoter"
"ENSG00000139914.6","FITM1","others","protein coding mRNAs","enhancer"
"ENSG00000139910.15","NOVA1","mRNA","protein coding mRNAs","promoter"
"ENSG00000139908.10","TSSK4","others","protein coding mRNAs","no"
"ENSG00000139899.6","CBLN3","others","protein coding mRNAs","dyadic"
"ENSG00000139890.5","REM2","others","protein coding mRNAs","enhancer"
"ENSG00000139880.15","CDH24","others","protein coding mRNAs","dyadic"
"ENSG00000139874.5","SSTR1","mRNA","protein coding mRNAs","promoter"
